id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
16193,1995-12-23,private,basic vocational,single,technology support,living with child,white and privileged,Female,0,0,144,u.s.,1
4120,1963-12-31,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
25287,1966-12-30,private,primary school,single,specialist technician,not living with family,white and privileged,Female,0,2559,200,u.s.,0
31574,1996-12-22,private,entry level college,single,technology support,living with child,white and privileged,Female,0,1719,36,u.s.,1
17300,1976-12-27,state-gov,advanced vocational,d,specialist technician,never married,asian,Female,0,0,144,u.s.,1
19613,1974-12-28,private,secondary,d,secretarial,never married,afro american,Female,0,0,180,u.s.,1
24876,1949-01-03,unknown,advanced vocational,spouse passed,unknown,not living with family,white and privileged,Female,0,0,24,italy,1
25410,1972-12-28,local-gov,secondary 11,married 2,other,has husband,white and privileged,Female,0,0,100,u.s.,1
28719,1992-12-23,local-gov,college graduate,single,specialist technician,not living with family,afro american,Female,0,0,160,u.s.,1
23826,1989-12-24,private,college graduate,single,specialist technician,living with child,white and privileged,Female,0,0,60,u.s.,1
5001,1962-12-31,private,college graduate,single,technology support,living with extende family,white and privileged,Female,0,1590,152,u.s.,1
7519,1995-12-23,private,secondary,single,secretarial,not living with family,american indian,Female,0,0,160,u.s.,1
397,1997-12-22,unknown,secondary,single,unknown,living with extende family,white and privileged,Female,0,0,140,u.s.,1
2142,1961-12-31,local-gov,entry level college,spouse passed,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
30095,1976-12-27,private,some post graduate,d,C-level,never married,white and privileged,Female,0,0,180,u.s.,1
21764,1956-01-02,private,entry level college,d,other,not living with family,white and privileged,Female,0,0,240,u.s.,1
23001,1988-12-24,private,secondary-5 through 6,single,other,living with child,white and privileged,Female,0,0,160,el-salvador,1
23798,1966-12-30,private,secondary,single,household labor,living with child,white and privileged,Female,0,0,160,u.s.,1
19003,2000-12-21,private,secondary 11,single,secretarial,living with extende family,white and privileged,Female,0,0,40,u.s.,1
29503,1994-12-23,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,60,u.s.,1
24607,1979-12-27,private,secondary 11,married 2,secretarial,has husband,white and privileged,Female,0,0,128,u.s.,1
14383,1967-12-30,private,college graduate,d,sales,not living with family,white and privileged,Female,0,0,200,u.s.,1
26341,1982-12-26,private,secondary,d,vocational,not living with family,white and privileged,Female,0,0,160,u.s.,1
9422,1956-01-02,private,college graduate,married 2,secretarial,has husband,white and privileged,Female,0,0,120,u.s.,0
19407,1994-12-23,private,college graduate,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
11832,1983-12-26,private,secondary,divorce pending,household labor,never married,white and privileged,Female,0,0,160,u.s.,1
27224,1960-12-31,local-gov,secondary,d,household labor,not living with family,afro american,Female,0,0,120,u.s.,1
14669,1986-12-25,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
18922,1983-12-26,local-gov,entry level college,single,secretarial,never married,white and privileged,Female,0,0,72,u.s.,1
17586,1981-12-26,private,entry level college,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
29992,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
16322,1978-12-27,private,entry level college,d,sales,living with extende family,white and privileged,Female,0,0,140,u.s.,1
21890,1992-12-23,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
7178,1995-12-23,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,240,u.s.,1
30770,1993-12-23,private,entry level college,single,secretarial,living with child,afro american,Female,0,0,160,u.s.,1
19888,1996-12-22,private,10th,divorce pending,sales,never married,afro american,Female,0,0,152,u.s.,1
11542,1980-12-26,local-gov,college graduate,d,specialist technician,never married,white and privileged,Female,0,0,220,u.s.,1
4084,1989-12-24,private,entry level college,d,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
3896,1960-12-31,state-gov,entry level college,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
32470,1967-12-30,private,advanced post graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,200,u.s.,1
19110,1976-12-27,private,entry level college,married not together,sales,never married,afro american,Female,0,0,160,u.s.,1
15440,1959-01-01,private,10th,d,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
2855,1984-12-25,private,basic vocational,single,other,never married,afro american,Female,0,0,160,u.s.,1
14694,1970-12-29,self-emp-not-inc,entry level college,d,other,never married,white and privileged,Female,0,0,180,u.s.,1
8713,1962-12-31,private,basic vocational,married 2,specialist technician,has husband,white and privileged,Female,0,0,80,u.s.,1
21337,1977-12-27,local-gov,some post graduate,d,specialist technician,never married,white and privileged,Female,0,0,176,u.s.,1
28125,1973-12-28,private,secondary-7 through 8,married 2,other,has husband,white and privileged,Female,0,0,220,u.s.,1
28276,1996-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,96,u.s.,1
2130,1989-12-24,state-gov,secondary 11,divorce pending,secretarial,never married,asian,Female,0,0,160,india,1
8504,1968-12-29,private,college graduate,single,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
16374,1985-12-25,private,secondary,married 2,sales,has husband,white and privileged,Female,0,0,160,u.s.,1
19202,1971-12-29,private,entry level college,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,0
30581,1980-12-26,private,secondary,single,mechanic,never married,afro american,Female,0,0,160,u.s.,1
23984,1996-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,240,u.s.,1
26956,1992-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,120,u.s.,1
953,1999-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
26706,1989-12-24,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,200,u.s.,1
10577,1952-01-03,private,secondary-9,divorce pending,other,not living with family,afro american,Female,0,0,120,u.s.,1
2111,1971-12-29,private,entry level college,divorce pending,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
22092,1998-12-22,state-gov,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
10682,1990-12-24,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
4692,1962-12-31,self-emp-not-inc,entry level college,d,technology support,not living with family,white and privileged,Female,0,0,48,u.s.,0
24663,1960-12-31,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
23127,1990-12-24,private,primary school,d,specialist technician,not living with family,white and privileged,Female,0,0,48,u.s.,1
375,1997-12-22,local-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,40,u.s.,1
22221,1984-12-25,private,secondary,single,sales,living with child,afro american,Female,0,0,160,u.s.,1
27759,2000-12-21,private,10th,single,sales,living with child,afro american,Female,0,0,60,u.s.,1
31424,1990-12-24,private,secondary,married 2,technology support,has husband,white and privileged,Female,0,0,160,u.s.,1
30474,1980-12-26,private,secondary,single,other,never married,afro american,Female,0,0,120,u.s.,1
12836,1981-12-26,private,secondary,divorce pending,other,never married,afro american,Female,0,0,140,u.s.,1
26489,1988-12-24,unknown,10th,single,unknown,living with child,white and privileged,Female,0,0,152,u.s.,1
1142,1959-01-01,federal-gov,secondary,spouse passed,sales,never married,white and privileged,Female,0,0,160,de,1
31594,1961-12-31,unknown,10th,d,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
13071,1971-12-29,private,entry level college,married 2,agriculture,has husband,white and privileged,Female,0,0,80,u.s.,1
18969,1980-12-26,private,secondary,d,sales,never married,white and privileged,Female,0,0,160,u.s.,1
24623,1994-12-23,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,60,u.s.,1
14334,1945-01-04,self-emp-not-inc,secondary,single,other,not living with family,white and privileged,Female,0,0,144,u.s.,1
21952,2000-12-21,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
16029,1991-12-24,state-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,240,u.s.,1
3339,1986-12-25,private,secondary,spouse passed,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
31873,1989-12-24,private,primary 1 through 4,married not together,other,living with child,other,Female,0,0,140,dr,1
23102,1997-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,96,u.s.,1
11767,1979-12-27,state-gov,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
22336,1991-12-24,private,secondary 11,d,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
5434,1990-12-24,private,college graduate,single,secretarial,living with child,afro american,Female,0,0,160,u.s.,1
21149,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,152,u.s.,1
10788,1970-12-29,private,secondary,divorce pending,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
6855,1990-12-24,private,secondary,single,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
21772,1979-12-27,self-emp-inc,entry level college,married 2,C-level,has husband,white and privileged,Female,0,0,180,u.s.,1
15259,1958-01-01,private,college graduate,d,C-level,not living with family,white and privileged,Female,0,0,160,hungary,0
17109,1992-12-23,private,secondary,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
28435,1997-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
19591,1976-12-27,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,1876,160,u.s.,1
22005,1989-12-24,private,secondary,married 2,C-level,has husband,white and privileged,Female,0,0,180,u.s.,0
1367,1964-12-30,federal-gov,entry level college,spouse passed,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
23135,2000-12-21,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
23848,1974-12-28,private,secondary,divorce pending,secretarial,not living with family,afro american,Female,0,0,128,u.s.,1
29315,1994-12-23,private,college graduate,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
14335,1971-12-29,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
24563,1997-12-22,private,entry level college,single,technology support,living with child,white and privileged,Female,0,0,60,u.s.,1
7243,1981-12-26,local-gov,college graduate,single,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
